,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
3624,"Language Review (Modern) see Modern Language Rev. Langworthy (Ferrier)- Jem-A-Dreams; she dreams of a hero. 8vo. 81 x 5, pp. 596, 6s. HOLDEN & H., Mar. 16",Language Review,Modern,Jem-A-Dreams; she dreams of a hero,HOLDEN & H.,6s.,8vo.,"Language Review (Modern) see Modern Language Rev. Langworthy (Ferrier)- Jem-A-Dreams; she dreams of a hero. 8vo. 81 x 5, pp. 596, 6s. HOLDEN & H., Mar. 16",Modern Language Review,"['Language Review (Modern)', 'Langworthy (Ferrier)']",,Mar. 16,
3625,"Lankoster (Sir E. Ray)-Science from an easy chair. 18mo. 7x44, pp. 292, 1s. net METHUEN, Oct. 16",Lankoster,Sir E. Ray,Science from an easy chair,METHUEN,1s.,18mo.,"Lankoster (Sir E. Ray)-Science from an easy chair. 18mo. 7x44, pp. 292, Is. net METHUEN, Oct. 16",Sir E. Ray Lankoster,['Lankoster (Sir E. Ray)'],,Oct. 16,net
3627,"Lassar-Cohn (Dr.)-Chemistry in daily life : popular lectures. New ed. 8vo. 84x51, pp. 332, 6s. net .DULAU, Sep. 16",Lassar-Cohn,Dr.,Chemistry in daily life : popular lectures,DULAU,6s.,8vo.,"Lassar-Cohn (Dr.)-Chemistry in daily life : popular lectures. New ed. 8vo. 84x51, pp. 332, 6s. net .DULAU, Sep. 16",Dr. Lassar-Cohn,['Lassar-Cohn (Dr.)'],,Sep. 16,net
3630,"Laurence (Clarice)--The Diary of a flirt. Cr. 8vo. 74* 5, pp. 152, 2s. net....HEATH, C., Jan. 16",Laurence,Clarice,The Diary of a flirt,"HEATH, C.",2s.,8vo.,"Laurence (Clarice)--The Diary of a flirt. Cr. 8vo. 74* 5, pp. 152, 25. net....HEATH, C., Jan. 16",Clarice Laurence,['Laurence (Clarice)'],,Jan. 16,net
3633,"Law (Ernest)---England's first great war minister. 8vo. 9 x 58, pp. 299, 6s. net ..G. BELL, Aug. 16",Law,Ernest,England's first great war minister,G. BELL,6s.,8vo.,"Law (Ernest)---England's first great war minister. 8vo. 9 x 58, pp. 299, 6s. net ..G. BELL, Aug. 16",Ernest Law,['Law (Ernest)'],,Aug. 16,net
3634,"Law (John) — Captain Lobe. Cr. 8vo. 71x5, pp. 192, swd., 1s. net ....HODDER & S., Jan. 16",Law,John,Captain Lobe,HODDER & S.,1s.,8vo.,"Law (John) — Captain Lobe. Cr. 8vo. 71x5, pp. 192, swd., Is. net ....HODDER & S., Jan. 16",John Law,['Law (John)'],,Jan. 16,net
3635,"Law (Narendra Nath)--Promotion of learning in India during Muhammadan rule; with foreword by H. Beveridge. 4to. 10x7}, 14s. net LONGMANS, Apr. 16",Law,Narendra Nath,Promotion of learning in India during Muhammadan rule; with foreword by H. Beveridge,LONGMANS,14s.,4to.,"Law (Narendra Nath)--Promotion of learning in India during Muhammadan rule; with foreword by H. Beveridge. 4to. 10x7}, 14s. net LONGMANS, Apr. 16",Narendra Nath Law,['Law (Narendra Nath)'],,Apr. 16,net
3637,"Lawrence (D. H.)-Amores: poems. Cr. 8vo. 78 x 57, pp. 146, 5s. net ..DUCKWORTH, July 16",Lawrence,D. H.,Amores: poems,DUCKWORTH,5s.,8vo.,"Lawrence (D. H.)-Amores: poems. Cr. 8vo. 78 x 57, pp. 146, 5s. net ..DUCKWORTH, July 16",D. H. Lawrence,['Lawrence (D. H.)'],,July 16,net
3638,"Lawrence (D. H.)—Twilight in Italy. Cr. 8vo. 71 X 48, pp. 320, 6s. ....DUCKWORTH, J une 16",Lawrence,D. H.,Twilight in Italy,DUCKWORTH,6s.,8vo.,"Lawrence (D. H.)—Twilight in Italy. Cr. 8vo. 71 X 48, pp. 320, 6s. ....DUCKWORTH, J une 16",D. H. Lawrence,['Lawrence (D. H.)'],,J une 16,
3639,"Lawrence (Marion) - Special days in the Sunday School. Cr. 8vo. 8 X 5, pp. 250, 6s. net REVELL, Oct. 16",Lawrence,Marion,Special days in the Sunday School,REVELL,6s.,8vo.,"Lawrence (Marion) - Special days in the Sunday School. Cr. 8vo. 8 X 5, pp. 250, 6s. net REVELL, Oct. 16",Marion Lawrence,['Lawrence (Marion)'],,Oct. 16,net
3645,"Laxdale (Hartman)-The Dim bourne. Cr. 8vo. 73 x 5, pp. 286, 6s. ...RICHARDS, May 16",Laxdale,Hartman,The Dim bourne,RICHARDS,6s.,8vo.,"Laxdale (Hartman)-The Dim bourne. Cr. 8vo. 73 x 5, pp. 286, 6s. ...RICHARDS, May 16",Hartman Laxdale,['Laxdale (Hartman)'],,May 16,
3647,"Laye (Elizabeth Ramsay)-A Two years' folly and other stories. Cr. 8vo. 74 x 5, pp. 240, 3s. 6d. RICHARDS, Jan. 16",Laye,Elizabeth Ramsay,A Two years' folly and other stories,RICHARDS,3s. 6d.,8vo.,"Laye (Elizabeth Ramsay)-A Two years' folly and other stories. Cr. 8vo. 74 x 5, pp. 240, 35. 6d. RICHARDS, Jan. 16",Elizabeth Ramsay Laye,['Laye (Elizabeth Ramsay)'],,Jan. 16,
3648,"Layman (A)—The A B C of a cash book : a first guide to cash book-keeping, told in story form, simply illus. for children and beginners. 18mo. 61 X 4, pp. 64, swd. 6d. net SIMPKIN, May 16",Layman,A,"The A B C of a cash book : a first guide to cash book-keeping, told in story form, simply illus",SIMPKIN,6d.,18mo.,"Layman (A)—The A B C of a cash book : a first guide to cash book-keeping, told in story form, simply illus. for children and beginners. 18mo. 61 X 4, pp. 64, swd. 6d. net SIMPKIN, May 16",A Layman,['Layman (A)'],,May 16,net
3650,"Layman (A)—The A B C of will making and will proving. Cr. 8vo. 77 x 41, pp. 62, bds. 2s. net SIMPKIN, May 16",Layman,A,The A B C of will making and will proving,SIMPKIN,2s.,8vo.,"Layman (A)—The A B C of will making and will proving. Cr. 8vo. 77 x 41, pp. 62, bds. 2s. net SIMPKIN, May 16",A Layman,['Layman (A)'],,May 16,net
3653,"Lazarovich-Hrebelianovich (Princess) (Eleanor Calhoun)-Pleasures and palaces. Illus. 8vo. 9x 5), pp. 372, ios. 6d. net ....NASH, Feb. 16",Lazarovich-Hrebelianovich,Princess,Eleanor Calhoun)-Pleasures and palaces,NASH,6d.,8vo.,"Lazarovich-Hrebelianovich (Princess) (Eleanor Calhoun)-Pleasures and palaces. Illus. 8vo. 9x 5), pp. 372, ios. 6d. net ....NASH, Feb. 16",Princess Lazarovich-Hrebelianovich,['Lazarovich-Hrebelianovich (Princess)'],,Feb. 16,net
3655,"Loa (John)-Nancy the naughty. 18mo., 7d. net PARTRIDGE, July 16",Loa,John,Nancy the naughty,PARTRIDGE,7d.,18mo.,"Loa (John)-Nancy the naughty. 18mo., 7d. net PARTRIDGE, July 16",John Loa,['Loa (John)'],,July 16,net
3657,"Laacock (Stephen)-Essays and literary studies. Cr. 8vo. 74 x 5, pp. 253, 3s. 6d. net LANE, July 16",Laacock,Stephen,Essays and literary studies,LANE,3s. 6d.,8vo.,"Laacock (Stephen)-Essays and literary studies. Cr. 8vo. 74 x 5, pp. 253, 35. 6d. net LANE, July 16",Stephen Laacock,['Laacock (Stephen)'],,July 16,net
3658,"Leadbitter (Eric)— The Road to nowhere. Cr. 8vo. 71 x 5, pp. 352, 6s.... .ALLEN & U., Apr. 16",Leadbitter,Eric,The Road to nowhere,ALLEN & U.,6s.,8vo.,"Leadbitter (Eric)— The Road to nowhere. Cr. 8vo. 71 x 5, pp. 352, 6s.... .ALLEN & U., Apr. 16",Eric Leadbitter,['Leadbitter (Eric)'],,Apr. 16,
3661,"Laask (G. A.)- V.C. heroes of the War. Cr. 8vo. 8x5}, pp. 301, 3s. 6d.......HARRAP, July 16",Laask,G. A.,V.C. heroes of the War,HARRAP,3s. 6d.,8vo.,"Laask (G. A.)- V.C. heroes of the War. Cr. 8vo. 8x5}, pp. 301, 35. 6d.......HARRAP, July 16",G. A. Laask,['Laask (G. A.)'],,July 16,
3662,"Leathes (Stanley)—The People in adventure. Cr. 8vo. 71 x 5, pp. 336, 23. 6d. net HEINEMANN, Mar. 16",Leathes,Stanley,The People in adventure,HEINEMANN,6d.,8vo.,"Leathes (Stanley)—The People in adventure. Cr. 8vo. 71 x 5, pp. 336, 23. 6d. net HEINEMANN, Mar. 16",Stanley Leathes,['Leathes (Stanley)'],,Mar. 16,net
3663,"Leathley (S. A.)—The History of marriage and divorce. Cr. 8vo. 71 x 44, pp. 160, 3s. 6d. net LONG, Apr. 16",Leathley,S. A.,The History of marriage and divorce,LONG,3s. 6d.,8vo.,"Leathley (S. A.)—The History of marriage and divorce. Cr. 8vo. 71 x 44, pp. 160, 3s. 6d. net LONG, Apr. 16",S. A. Leathley,['Leathley (S. A.)'],,Apr. 16,net
3664,"Leblanc (Maurice)-The Bomb shell. Tr. by A. Teixeira De Mattos. Cr. 8vo. 8 X 5, pp. 305, 6s. HURST & B., Sep. 16",Leblanc,Maurice,The Bomb shell,HURST & B.,6s.,8vo.,"Leblanc (Maurice)-The Bomb shell. Tr. by A. Teixeira De Mattos. Cr. 8vo. 8 X 5, pp. 305, 6s. HURST & B., Sep. 16",Maurice Leblanc,['Leblanc (Maurice)'],,Sep. 16,
3665,"Leblanc (Maurice) ——The Teeth of the tiger. Trans. by A. T. de Mattos. Pop. ed. Cr. 8vo. 7x44, pp. 320, 1s. net ..HURST & B., June 16",Leblanc,Maurice,The Teeth of the tiger,HURST & B.,1s.,8vo.,"Leblanc (Maurice) ——The Teeth of the tiger. Trans. by A. T. de Mattos. Pop. ed. Cr. 8vo. 7x44, pp. 320, Is. net ..HURST & B., June 16",Maurice Leblanc,['Leblanc (Maurice)'],,June 16,net
3667,"Le Bon (Gustave)-The Psychology of the Great War. Tr. by E. Andrews. 8vo. 9 x 57, pp. 480, Ios. 6d. net UNWIN, Oct. 16",Le Bon,Gustave,The Psychology of the Great War,UNWIN,6d.,8vo.,"Le Bon (Gustave)-The Psychology of the Great War. Tr. by E. Andrews. 8vo. 9 x 57, pp. 480, Ios. 6d. net UNWIN, Oct. 16",Gustave Le Bon,['Le Bon (Gustave)'],,Oct. 16,net
3668,"Le Braz (Anatole)-The Light keeper. Tr. by Marie Butts. Cr. 8vo. 8 X 48, pp. 274, 6s. MILLS & B., Sep. 16",Le Braz,Anatole,The Light keeper,MILLS & B.,6s.,8vo.,"Le Braz (Anatole)-The Light keeper. Tr. by Marie Butts. Cr. 8vo. 8 X 48, pp. 274, 6s. MILLS & B., Sep. 16",Anatole Le Braz,['Le Braz (Anatole)'],,Sep. 16,
3669,"Le Breton (Farren)--The Courts of love. Cr. 8vo. 71 x 5, pp. 320, 1s, net .....LONG, Dec. 16",Le Breton,Farren,The Courts of love,LONG,1s.,8vo.,"Le Breton (Farren)--The Courts of love. Cr. 8vo. 71 x 5, pp. 320, Is, net .....LONG, Dec. 16",Farren Le Breton,['Le Breton (Farren)'],,Dec. 16,net
3673,"Ledochowska (Countess Julie) --Poland ravaged and bereaved : a lectiue. Pref. by H. Sien- kiewicz. 8vo. 8 X 5, swd, 6d. net ST. CATHERINE PR., May 16",Ledochowska,Countess Julie,Poland ravaged and bereaved : a lectiue,ST. CATHERINE PR.,6d.,8vo.,"Ledochowska (Countess Julie) --Poland ravaged and bereaved : a lectiue. Pref. by H. Sien- kiewicz. 8vo. 8 X 5, swd, 6d. net ST. CATHERINE PR., May 16",Countess Julie Ledochowska,['Ledochowska (Countess Julie)'],,May 16,net
3674,"Ledoux (L. V.)-The Story of Eleusis : a lyrical drama. Cr. 8vo., 5s. 6d. net MACMILLAN, Dec. 16",Ledoux,L. V.,The Story of Eleusis : a lyrical drama,MACMILLAN,5s. 6d.,8vo.,"Ledoux (L. V.)-The Story of Eleusis : a lyrical drama. Cr. 8vo., 55. 6d. net MACMILLAN, Dec. 16",L. V. Ledoux,['Ledoux (L. V.)'],,Dec. 16,net
3675,"Led widge (Francis)-Songs of peace. Cr. 8vo. 8 x 55, pp. 110, 3s. 6d. net H. JENKINS, Dec. 16",Led widge,Francis,Songs of peace,H. JENKINS,3s. 6d.,8vo.,"Led widge (Francis)-Songs of peace. Cr. 8vo. 8 x 55, pp. 110, 3s. 6d. net H. JENKINS, Dec. 16",Francis Led widge,['Led widge (Francis)'],,Dec. 16,net
3676,"Lee (Albert)-At his country's call. Cr. 8vo. 71 X 5, pp. 343, 4s. 6d. net MORGAN & S., Oct. 16",Lee,Albert,At his country's call,MORGAN & S.,4s. 6d.,8vo.,"Lee (Albert)-At his country's call. Cr. 8vo. 71 X 5, pp. 343, 4s. 6d. net MORGAN & S., Oct. 16",Albert Lee,['Lee (Albert)'],,Oct. 16,net
3677,"Leo (Albert)-The Call of the night rider. Cr. 8vo. 7* X 5, pp. 312, 3s. 6d. net MORGAN & S., Sep. 16",Leo,Albert,The Call of the night rider,MORGAN & S.,3s. 6d.,8vo.,"Leo (Albert)-The Call of the night rider. Cr. 8vo. 7* X 5, pp. 312, 35. 6d. net MORGAN & S., Sep. 16",Albert Leo,['Leo (Albert)'],,Sep. 16,net
3678,"Loo (E. Markham)-Brahms: the man and his music. Illus. Cr. 8vo. 71 x 41, pp. 194, 3s. 6d. net ..S. LOW, Apr. 16",Loo,E. Markham,Brahms: the man and his music,S. LOW,3s. 6d.,8vo.,"Loo (E. Markham)-Brahms: the man and his music. Illus. Cr. 8vo. 71 x 41, pp. 194, 35. 6d. net ..S. LOW, Apr. 16",E. Markham Loo,['Loo (E. Markham)'],,Apr. 16,net
3679,"Leo (E. Markham)--The Story of symphony. Cr. 8vo. 71 *51, pp. 254, 3s. 6d. net (Music story ser.) .W. SCOTT, June 16",Leo,E. Markham,The Story of symphony,W. SCOTT,3s. 6d.,8vo.,"Leo (E. Markham)--The Story of symphony. Cr. 8vo. 71 *51, pp. 254, 35. 6d. net (Music story ser.) .W. SCOTT, June 16",E. Markham Leo,['Leo (E. Markham)'],,June 16,net
3680,"Lee (Gerald Stanley)-We: a study of what England and Europe can expect of America during and after the war. Cr. 8vo. 78 x 5, pp. 728, 6s. net .... .ALLEN & U., July 16",Lee,Gerald Stanley,We: a study of what England and Europe can expect of America during and after the war,ALLEN & U.,6s.,8vo.,"Lee (Gerald Stanley)-We: a study of what England and Europe can expect of America during and after the war. Cr. 8vo. 78 x 5, pp. 728, 6s. net .... .ALLEN & U., July 16",Gerald Stanley Lee,['Lee (Gerald Stanley)'],,July 16,net
3682,"Leo (John)--The Church and women. Cr. 8vo. 71% 5, swd. 6d. net ...LONGMANS, Dec. 16",Leo,John,The Church and women,LONGMANS,6d.,8vo.,"Leo (John)--The Church and women. Cr. 8vo. 71% 5, swd. 6d. net ...LONGMANS, Dec. 16",John Leo,['Leo (John)'],,Dec. 16,net
3683,"Lee (Joseph)-Ballads of battle. Illus. by the author. Ĉr. 8vo. 74 x 44, pp. 122, 2s. 6d. net MURRAY, Apr. 16",Lee,Joseph,Ballads of battle,MURRAY,2s. 6d.,8vo.,"Lee (Joseph)-Ballads of battle. Illus. by the author. Ĉr. 8vo. 74 x 44, pp. 122, 2s. 6d. net MURRAY, Apr. 16",Joseph Lee,['Lee (Joseph)'],,Apr. 16,net
3684,"Lee (Mrs. Norman)-The Angel and the animal. Cr. 8vo. 71 x 5, pp. 272, 6s. DIGBY, L., Feb. 16",Lee,Mrs. Norman,The Angel and the animal,"DIGBY, L.",6s.,8vo.,"Lee (Mrs. Norman)-The Angel and the animal. Cr. 8vo. 71 x 5, pp. 272, 6s. DIGBY, L., Feb. 16",Mrs. Norman Lee,['Lee (Mrs. Norman)'],,Feb. 16,
3686,"Leeming (F. B.)-Guide to the income tax. 5th ed., revised. Cr. 8vo. 71 X 44, pp. 194, 2s. 6d. net ...E. WILSON, Mar. 16",Leeming,F. B.,Guide to the income tax,E. WILSON,2s. 6d.,8vo.,"Leeming (F. B.)-Guide to the income tax. 5th ed., revised. Cr. 8vo. 71 X 44, pp. 194, 25. 6d. net ...E. WILSON, Mar. 16",F. B. Leeming,['Leeming (F. B.)'],,Mar. 16,net
3687,"Lees (Harrington C.)-The Eyes of his glory. Cr. 8vo. 7i X5, pp. 96, is. 6d. net MORGAN & S., Oct. 16",Lees,Harrington C.,The Eyes of his glory,MORGAN & S.,6d.,8vo.,"Lees (Harrington C.)-The Eyes of his glory. Cr. 8vo. 7i X5, pp. 96, is. 6d. net MORGAN & S., Oct. 16",Harrington C. Lees,['Lees (Harrington C.)'],,Oct. 16,net
3688,"Lees (Robert James) - The Life Elysian : more leaves fr. the autobiog. of a soul in Paradise. Cr. 8vo. 7*X5, pp. 348, 3s. 6d. net W. RIDER, July 16",Lees,Robert James,The Life Elysian : more leaves fr,W. RIDER,3s. 6d.,8vo.,"Lees (Robert James) - The Life Elysian : more leaves fr. the autobiog. of a soul in Paradise. Cr. 8vo. 7*X5, pp. 348, 35. 6d. net W. RIDER, July 16",Robert James Lees,['Lees (Robert James)'],,July 16,net
3692,"Leete (Alfred) see also Arkell (R.) and Leete. Le Feuvre (Amy)-Dudley Napier's daughters. Cr. 8vo. 71 x 5, pp. 310, 3s. 6d. net MORGAN & S., Oct. 16",Leete,Alfred,Dudley Napier's daughters,MORGAN & S.,3s. 6d.,8vo.,"Leete (Alfred) see also Arkell (R.) and Leete. Le Feuvre (Amy)-Dudley Napier's daughters. Cr. 8vo. 71 x 5, pp. 310, 35. 6d. net MORGAN & S., Oct. 16",Alfred Leete,"['Leete (Alfred)', 'Le Feuvre (Amy)']",,Oct. 16,net
3693,"Le Feuvre (Amy)-A Madcap family. Cr. 8vo. 73 x 57, pp. 270, 2s. 6d. net PARTRIDGE, Nov. 16",Le Feuvre,Amy,A Madcap family,PARTRIDGE,2s. 6d.,8vo.,"Le Feuvre (Amy)-A Madcap family. Cr. 8vo. 73 x 57, pp. 270, 25. 6d. net PARTRIDGE, Nov. 16",Amy Le Feuvre,['Le Feuvre (Amy)'],,Nov. 16,net
3695,"Lefevre (Edwin)—The Plunderers. Cr. 8vo. 6s. .HARPER, July 16",Lefevre,Edwin,The Plunderers,HARPER,6s.,8vo.,"Lefevre (Edwin)—The Plunderers. Cr. 8vo. 6s. .HARPER, July 16",Edwin Lefevre,['Lefevre (Edwin)'],,July 16,
3697,"Logg (J. Wickham)---The Sarum missal. Ed. from three early manuscripts. Ryl. 8vo. 103 x 63. pp. 644, 30s. net ..MILFORD, Mar. 16",Logg,J. Wickham,The Sarum missal,MILFORD,30s.,8vo.,"Logg (J. Wickham)---The Sarum missal. Ed. from three early manuscripts. Ryl. 8vo. 103 x 63. pp. 644, 30s. net ..MILFORD, Mar. 16",J. Wickham Logg,['Logg (J. Wickham)'],,Mar. 16,net
3698,"Leggatt (William)--The Theory and practice of jute spinning. Wide 4to. 101x7, pp. 299, 12s.6d. net ......W. KIDD & SONS, Aug. 16",Leggatt,William,The Theory and practice of jute spinning,W. KIDD & SONS,12s.6d.,4to.,"Leggatt (William)--The Theory and practice of jute spinning. Wide 4to. 101x7, pp. 299, 12s.6d. net ......W. KIDD & SONS, Aug. 16",William Leggatt,['Leggatt (William)'],,Aug. 16,net
3699,"Legge (Edward)—The Empress Eugénie and her son. 8vo. 9 X 51, pp. 384, 12s. 6d. net RICHARDS, July 16",Legge,Edward,The Empress Eugénie and her son,RICHARDS,12s. 6d.,8vo.,"Legge (Edward)—The Empress Eugénie and her son. 8vo. 9 X 51, pp. 384, 125. 6d. net RICHARDS, July 16",Edward Legge,['Legge (Edward)'],,July 16,net
3701,"Le Goftic (Charles)--Dixmude: the epic of the French Marines. Oct. 17-Nov. 10, 1914. Trans. by Florence Simmonds. Cr. 8vo. 78 X 41, pp. [ 185, 3s. 6d. net .HEINEMANN, Feb. 16",Le Goftic,Charles,Dixmude: the epic of the French Marines,HEINEMANN,3s. 6d.,8vo.,"Le Goftic (Charles)--Dixmude: the epic of the French Marines. Oct. 17-Nov. 10, 1914. Trans. by Florence Simmonds. Cr. 8vo. 78 X 41, pp. [ 185, 35. 6d. net .HEINEMANN, Feb. 16",Charles Le Goftic,['Le Goftic (Charles)'],,Feb. 16,net
3703,"Lehfeldt (R. A.) --Economics in the light of war. 8vo. 81 X54, pp. 56, 1s. net.. WESLEY, Oct. 16",Lehfeldt,R. A.,Economics in the light of war,WESLEY,1s.,8vo.,"Lehfeldt (R. A.) --Economics in the light of war. 8vo. 81 X54, pp. 56, Is. net.. WESLEY, Oct. 16",R. A. Lehfeldt,['Lehfeldt (R. A.)'],,Oct. 16,net
3704,"Leigh (Dell)—The Background of battle. Cr. 8vo. 71 x 5, pp. 255, 2s. 6d. net..HODDER & S., Sep.16",Leigh,Dell,The Background of battle,HODDER & S.,2s. 6d.,8vo.,"Leigh (Dell)—The Background of battle. Cr. 8vo. 71 x 5, pp. 255, 25. 6d. net..HODDER & S., Sep.16",Dell Leigh,['Leigh (Dell)'],,Sep.16,net
3706,"Leigh (E. C. Austen-) see Austen-Leigh. Leigh (Samuel George)-Life assurance : a hd.-bk. of the practical and scientific aspects of the business. Cr. 8vo. 73 x 44, pp. 192, 2s. 6d. net... ..PITMAN, Jan. 16",Leigh,E. C. Austen-,Life assurance : a hd,PITMAN,2s. 6d.,8vo.,"Leigh (E. C. Austen-) see Austen-Leigh. Leigh (Samuel George)-Life assurance : a hd.-bk. of the practical and scientific aspects of the business. Cr. 8vo. 73 x 44, pp. 192, 25. 6d. net... ..PITMAN, Jan. 16",E. C. Austen- Leigh,"['Leigh (E. C. Austen-)', 'Leigh (Samuel George)']",,Jan. 16,net
3707,"Leighton (J. and J.)-Early printed books, arranged in order of presses, accord. to Proctor's Index. Pt. 2, Italy (Foligno to Arezzo), Switzerland, and addenda. W. indexes to authors, printers, &c., and subjects, binders and owners, in Pts. 1 and 2. 8vo. s. ; w. 312 facsim. repro., 2s. (40, Brewer St., W.) J. & J. LEIGHTON, Aug. 16",Leighton,J.,"Early printed books, arranged in order of presses, accord",J. & J. LEIGHTON,2s.,8vo.,"Leighton (J. and J.)-Early printed books, arranged in order of presses, accord. to Proctor's Index. Pt. 2, Italy (Foligno to Arezzo), Switzerland, and addenda. W. indexes to authors, printers, &c., and subjects, binders and owners, in Pts. 1 and 2. 8vo. IS. ; w. 312 facsim. repro., 25. (40, Brewer St., W.) J. & J. LEIGHTON, Aug. 16",J. Leighton,"['Leighton (J.)', 'Leighton (J.)']",,Aug. 16,
3709,"Leighton (Marie Connor)—Dark peril. Cr. 8vo. 77X54, pp. 286, 28. 6d. net HODDER & S., July 16",Leighton,Marie Connor,Dark peril,HODDER & S.,6d.,8vo.,"Leighton (Marie Connor)—Dark peril. Cr. 8vo. 77X54, pp. 286, 28. 6d. net HODDER & S., July 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,July 16,net
3710,"Leighton (Marie Connor)—The Fires of love. Cheap ed. 8vo. 8} x 51, pp. 126, swd. 6d. WARD, L., Feb. 16",Leighton,Marie Connor,The Fires of love,"WARD, L.",6d.,8vo.,"Leighton (Marie Connor)—The Fires of love. Cheap ed. 8vo. 8} x 51, pp. 126, swd. 6d. WARD, L., Feb. 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,Feb. 16,
3711,"Leighton (Marie Connor)-The Gates of sorrow. 8vo. 81 X 5), pp. 126. Swd. 6d. WARD, L., Sep. 16",Leighton,Marie Connor,The Gates of sorrow,"WARD, L.",6d.,8vo.,"Leighton (Marie Connor)-The Gates of sorrow. 8vo. 81 X 5), pp. 126. Swd. 6d. WARD, L., Sep. 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,Sep. 16,
3712,"Leighton (Marie Connor)--Human nature. Cr. 8vo. 78 X 5, pp. 316, 6s. . . WARD, L., Jan. 16",Leighton,Marie Connor,Human nature,"WARD, L.",6s.,8vo.,"Leighton (Marie Connor)--Human nature. Cr. 8vo. 78 X 5, pp. 316, 6s. . . WARD, L., Jan. 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,Jan. 16,
3713,"Leighton (Marie Connor)--In the grip of a lie. Cr. 8vo. 77 X 5, pp. 320, 6s. ....LONG, Nov. 16",Leighton,Marie Connor,In the grip of a lie,LONG,6s.,8vo.,"Leighton (Marie Connor)--In the grip of a lie. Cr. 8vo. 77 X 5, pp. 320, 6s. ....LONG, Nov. 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,Nov. 16,
3714,"Leighton (Marie Connor)-The Man who knew all. Cr. 8vo. 74 x 5, pp. 320, 6s. ...LONG, Jan. 16",Leighton,Marie Connor,The Man who knew all,LONG,6s.,8vo.,"Leighton (Marie Connor)-The Man who knew all. Cr. 8vo. 74 x 5, pp. 320, 6s. ...LONG, Jan. 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,Jan. 16,
3715,"Leighton (Marie Connor)-The Marked woman. Cr. 8vo. 7} X 5, pp. 303, 2s. net HODDER & S., Feb. 16",Leighton,Marie Connor,The Marked woman,HODDER & S.,2s.,8vo.,"Leighton (Marie Connor)-The Marked woman. Cr. 8vo. 7} X 5, pp. 303, 2s. net HODDER & S., Feb. 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,Feb. 16,net
3716,"Leighton (Marie Connor)- The Mystery of the three fingers. Cr. 8vo. 74 x 51, pp. 320, 6s. LONG, July 16",Leighton,Marie Connor,The Mystery of the three fingers,LONG,6s.,8vo.,"Leighton (Marie Connor)- The Mystery of the three fingers. Cr. 8vo. 74 x 51, pp. 320, 6s. LONG, July 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,July 16,
3717,"Leighton (Marie Connor)—The Story of a great sin. Cr. 8vo. 71 x 5, pp. 318, 6s. WARD, I., May 16",Leighton,Marie Connor,The Story of a great sin,"WARD, I.",6s.,8vo.,"Leighton (Marie Connor)—The Story of a great sin. Cr. 8vo. 71 x 5, pp. 318, 6s. WARD, I., May 16",Marie Connor Leighton,['Leighton (Marie Connor)'],,May 16,
3718,"Leighton (Robert) ---Dreadnoughts of the Dogger. Cr. 8vo. 78 x 51, pp. 304, 3s. 6d. net WARD, L., Aug. 16",Leighton,Robert,Dreadnoughts of the Dogger,"WARD, L.",3s. 6d.,8vo.,"Leighton (Robert) ---Dreadnoughts of the Dogger. Cr. 8vo. 78 x 51, pp. 304, 35. 6d. net WARD, L., Aug. 16",Robert Leighton,['Leighton (Robert)'],,Aug. 16,net
3719,"Lennox (Agnes Gordon)---Brownie. Cr. 8vo. 78 X 5, pp. 332, 6s. ..LANE, May 16",Lennox,Agnes Gordon,Brownie,LANE,6s.,8vo.,"Lennox (Agnes Gordon)---Brownie. Cr. 8vo. 78 X 5, pp. 332, 6s. ..LANE, May 16",Agnes Gordon Lennox,['Lennox (Agnes Gordon)'],,May 16,
3720,"Lennox (Cosmo Gordon-) see Gordon-Lennox. Lonotre (G.)--Episodes of the French Revolution in Brittany. 18mo. 61 x 44, pp. 382, is. 3d. net NELSON, Dec. 16",Lennox,Cosmo Gordon-,Episodes of the French Revolution in Brittany,NELSON,3d.,18mo.,"Lennox (Cosmo Gordon-) see Gordon-Lennox. Lonotre (G.)--Episodes of the French Revolution in Brittany. 18mo. 61 x 44, pp. 382, is. 3d. net NELSON, Dec. 16",Cosmo Gordon- Lennox,"['Lennox (Cosmo Gordon-)', 'Lonotre (G.)']",,Dec. 16,net
3725,"Lepelletier (Edmond)-Madame Sans-Gêne. New imp. Cr. 8vo. 7 * 4*, Ithr. 2s. net S. PAUL, Mar. 16",Lepelletier,Edmond,Madame Sans-Gêne,S. PAUL,2s.,8vo.,"Lepelletier (Edmond)-Madame Sans-Gêne. New imp. Cr. 8vo. 7 * 4*, Ithr. 25. net S. PAUL, Mar. 16",Edmond Lepelletier,['Lepelletier (Edmond)'],,Mar. 16,net
